floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality
13,15,1,38.0,38000,Кокошкино, Аэростатная,12к2,Кокошкино,55.5886746,37.1678033,1
4,21,1,25.0,40000,Сосенское, Бачуринская,7к1,Коммунарка,55.5781654,37.4777056,1
5,5,1,32.0,37000,Алтуфьевский,Стандартная ,1,Бескудниково,55.8818766,37.5853784,1
5,5,-1,17.0,36000,Текстильщики,1-й Грайвороновский проезд,2А,Новохохловская,55.7194272,37.7277855,1
7,9,1,32.0,35000,Вешняки, Молдагуловой,32,Выхино,55.7191122,37.8312872,1
9,17,1,38.6,40000,Бабушкинский, Радужная,10,Рассказовка,55.8607912,37.6692866,1
12,17,1,40.0,40000,Текстильщики, Текстильщиков,3к2,Ольховая,55.6955216,37.7480634,1
5,9,1,35.0,35000,Северное Медведково,Широкая ,1К1,Медведково,55.8883814,37.6508053,1
3,5,1,34.0,40000,Новогиреево,Перовская ,55,Перово,55.7456009,37.7915766,1
12,20,1,21.4,40000,Сосенское, Лобановский Лес,13,Прокшино,55.5934806,37.4259649,1
4,19,-1,18.0,39990,Марьино,Донецкая ,34к3,Курьяново,55.6439103,37.702562,1
13,13,2,35.0,35000,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,55.8227984,37.4950676,0
5,10,1,40.0,40000,Зябликово,Кустанайская ,7К1,Красногвардейская,55.6183745,37.7566542,1
7,12,1,35.1,35000,Бирюлево Восточное,Бирюлевская ,58К3,Царицыно,55.5806701,37.6681476,1
17,17,1,42.0,35000,Рязановское, Высокая,5,Подольск,55.447322,37.5211943,1
6,12,1,42.0,38000,Перово,Федеративный проспект,10К1,Новогиреево,55.7562306,37.8036298,1
1,9,1,27.0,40000,Фили-Давыдково,Инициативная ,6К1,Давыдково,55.7176082,37.4593841,1
9,9,1,20.0,35000,Сосенское,проспект Куприна,38к2,Потапово,55.544223,37.458243,1
4,23,1,30.4,40000,Некрасовка, Маресьева,6к2,Некрасовка,55.709801,37.9375617,1
2,5,-1,18.0,40000,Измайлово,Верхняя Первомайская ,45А,Первомайская,55.8004195,37.7952805,1
7,9,1,33.0,40000,Войковский, Зои и Александра Космодемьянских,11,Войковская,55.8217824,37.5126506,1
2,5,1,32.0,35000,Люблино,Кубанская ,20,Люблино,55.6836693,37.7460797,1
3,14,1,39.0,40000,Митино,Пятницкое шоссе,9К1,Волоколамская,55.8390999,37.3838346,1
1,7,-1,15.0,37000,Бабушкинский,Ленская ,2/21,Бабушкинская,55.8661151,37.6745876,1
5,25,1,37.0,33000,Молжаниновский,Синявинская ,11к1,Подрезково,55.9495266,37.3461017,1
2,17,1,26.0,32000,Северное Тушино, Вилиса Лациса,27,Планерная,55.8614084,37.417184,1
3,14,1,28.0,33000,Рязановское,шоссе Остафьевское,14к1,Щербинка,55.5002093,37.5222757,1
7,12,1,30.0,40000,Новогиреево,Утренняя ,22К2,Перово,55.748571,37.799213,1
1,4,1,14.0,35000,Басманный,Семеновская набережная,3/1к15,Электрозаводская,55.7755821,37.7005796,0
7,17,1,39.0,35000,Десёновское,проспект Нововатутинский,10к1,Ольховая,55.5176867,37.3507741,1
13,14,1,35.0,40000,Рязановское, Логинова,7к1,Щербинка,55.4953168,37.5135356,1
5,14,1,37.8,35000,Лефортово,проезд Шелихова,3,Площадь Ильича,55.7500081,37.6910637,1
1,4,1,23.8,37000,Покровское-Стрешнево,Волоколамское шоссе,116с3,Трикотажная,55.8190744,37.4547251,0
3,16,1,35.0,35000,Гольяново,Хабаровская ,6К1,Гольяново,55.8176335,37.8284164,1
16,17,1,40.0,40000,Бирюлево Восточное,Лебедянская ,32,Царицыно,55.5846864,37.693634,1
3,5,1,33.0,40000,Дмитровский,Карельский бульвар,24,Лианозово,55.8966023,37.5379826,1
2,5,1,40.0,37000,Фили-Давыдково,Кутузовский проспект,82,Кунцевская,55.7254377,37.4545796,1
2,12,1,40.0,40000,Гольяново,Хабаровская ,8,Щёлковская,55.8263176,37.8248084,0
1,2,2,42.0,40000,Марушкинское, Болотникова,4А,Толстопальцево,55.59228,37.2202721,1
7,9,1,36.0,40000,Филимонковское, Золотошвейная,4,Филатов Луг,55.5573416,37.3139721,1
4,9,1,40.0,40000,Южное Бутово,проезд Чечерский,24к2,Улица Горчакова,55.5374177,37.5389323,1
10,15,1,25.0,35000,Кокошкино, Стожарова,7,Кокошкино,55.5889932,37.1660895,1
5,5,-1,20.0,40000,Даниловский,Автозаводская ,19К1,Автозаводская,55.7037921,37.6525552,1
16,16,1,36.0,40000,Бирюлево Восточное,Липецкая ,4к1,Царицыно,55.6005616,37.6700232,1
2,5,2,45.0,40000,Троицк, Школьная,7,Новомосковская (Коммунарка),55.4808888,37.3980628,1
3,12,1,38.8,40000,Северное Тушино, Свободы,65,Сходненская,55.8562156,37.4497485,1
10,12,1,38.0,37000,Головинский,Смольная ,15,Водный стадион,55.8468508,37.4985631,1
3,12,1,29.0,33000,Филимонковское, Харлампиева,46,Филатов Луг,55.5509649,37.3129784,1
4,8,1,32.0,40000,Десёновское, 3-я Нововатутинская,15к2,Кедровая,55.5172809,37.3417542,1
11,14,1,50.0,35000,Ярославский,Палехская ,19К2,Свиблово,55.8720998,37.7042151,1
14,14,1,42.0,35000,Пресненский,Шмитовский проезд,39к7,Шелепиха,55.7559044,37.5392143,0
8,17,1,25.0,38000,Сосенское,проспект Куприна,30к9,Потапово,55.543521,37.4602928,1
6,10,1,38.0,40000,Выхино-Жулебино,Хвалынский бульвар,5/12,Лермонтовский проспект,55.6973373,37.8494301,0
5,9,1,35.0,35000,Восточный, Главная,25,Щёлковская,55.7634505,37.7690115,0
2,17,1,25.0,32000,Северное Тушино, Вилиса Лациса,27,Планерная,55.8614084,37.417184,1
2,12,1,38.0,38000,Бирюлево Восточное,Загорьевский проезд,5К1,Царицыно,55.5778648,37.6655521,1
2,5,1,33.0,35000,Выхино-Жулебино,Ташкентская ,16К2,Юго-Восточная,55.703974,37.8130634,1
6,9,1,31.0,40000,Южное Тушино,Химкинский бульвар,17,Сходненская,55.8497626,37.4463545,1
3,14,1,30.0,37000,Филимонковское, Харлампиева,48к1,Филатов Луг,55.5498053,37.3129827,1
5,5,1,30.0,40000,Люблино, Верхние Поля,3К2,Братиславская,55.6648227,37.7441214,1
8,9,-1,10.4,36000,Западное Дегунино,Дегунинская ,1К4,Селигерская,55.8638377,37.5390058,1
2,9,1,35.0,40000,Кунцево,Полоцкая ,14/15,Молодёжная,55.7324179,37.423988,1
5,12,1,43.0,40000,Десёновское, 3-я Нововатутинская,15к1,Ольховая,55.5162641,37.3383684,1
9,15,1,24.0,33000,Рязановское, Логинова,3,Щербинка,55.4975869,37.5173126,1
9,17,1,40.0,35000,Десёновское, 1-я Нововатутинская,5,Ольховая,55.5190755,37.3545281,1
5,14,1,40.0,40000,Выхино-Жулебино, Генерала Кузнецова,16К1,Жулебино,55.6824043,37.8522878,0
14,14,1,39.0,36000,Новокосино,Суздальская ,20К4,Новокосино,55.7422489,37.8537201,1
1,17,1,30.0,35000,НАО (Новомосковский), Яворки,1к5,Аэропорт Внуково,55.5087538,37.3415185,1
1,9,1,15.0,33000,Северное Медведково,Студеный проезд,38К2,Медведково,55.8906787,37.6726524,1
2,9,1,31.6,35000,Лосиноостровский,Тайнинская ,16К2,Медведково,55.8806557,37.686346,1
1,12,1,36.0,40000,Чертаново Южное,Чертановская ,49К1,Пражская,55.6037504,37.5907254,1
1,14,1,45.0,35000,Сосенское,проспект Куприна,36к1,Потапово,55.5418886,37.4568612,1
2,9,1,33.0,40000,Чертаново Центральное, Красного Маяка,11К5,Пражская,55.6099323,37.5864835,1
3,5,1,19.0,40000,Очаково-Матвеевское,Рябиновая ,45К2,Озёрная,55.6989593,37.4317653,1
14,14,1,40.0,39999,Выхино-Жулебино,Привольная ,71К1,Жулебино,55.6801622,37.851822,1
2,14,1,39.0,40000,Восточное Дегунино,Керамический проезд,55К1,Бескудниково,55.8776559,37.5663152,1
4,5,1,30.0,35000,Перово, Плеханова,18К1,Перово,55.743922,37.7650751,1
3,4,1,35.0,40000,Лосиноостровский,Изумрудная ,22,Бабушкинская,55.8717228,37.6842437,1
1,9,1,33.0,40000,Южное Тушино,бульвар Яна Райниса,19К2,Сходненская,55.8479988,37.4276284,1
10,14,1,38.0,40000,Новокосино,Салтыковская ,33К1,Новокосино,55.7403879,37.8749538,1
2,5,1,33.0,39000,Северное Измайлово,15-я Парковая ,48,Щёлковская,55.808319,37.8185218,1
1,5,1,32.0,35000,Восточное Измайлово,Сиреневый бульвар,46/35К2,Щёлковская,55.8021325,37.8184263,1
2,5,1,30.4,38000,Царицыно,Севанская ,50К1,Царицыно,55.6244327,37.6529025,1
3,12,1,40.0,40000,Отрадное,Отрадная ,9,Отрадное,55.8577925,37.6114938,1
8,19,1,34.2,35000,Десёновское, 3-я Нововатутинская,13к2,Ольховая,55.5183239,37.3451124,1
16,25,1,36.0,40000,Молжаниновский,Синявинская ,11к12,Новоподрезково,55.9472308,37.349395,1
7,9,1,17.2,35000,Старое Крюково,Зеленоград,к814,Зеленоград — Крюково,55.9760231,37.1873885,1
1,5,-1,18.0,37000,Богородское,Ивантеевская ,9А,Бульвар Рокоссовского,55.8186628,37.7238241,1
4,12,1,34.9,36000,Гольяново,Черницынский проезд,10К1,Щёлковская,55.821359,37.7881927,1
1,12,1,38.0,35000,Бибирево, Корнейчука,51Б,Бибирево,55.8919862,37.6291146,1
1,9,1,17.0,40000,Люблино,Ставропольская ,54К1,Люблино,55.6818138,37.7678126,1
2,14,1,42.0,38000,Матушкино,Зеленоград,к139,Зеленоград — Крюково,56.0044486,37.2118189,1
5,17,1,39.0,37000,Выхино-Жулебино,Привольная ,9К1,Лермонтовский проспект,55.701311,37.8398642,1
1,17,1,38.0,32000,Крюково,Зеленоград,к1626,Зеленоград — Крюково,55.9730551,37.1517837,1
7,14,1,40.0,37000,Ярославский, Вешних Вод,6к1,Свиблово,55.8593766,37.6976024,1
3,5,1,16.0,40000,Кузьминки,Окская ,28К2,Окская,55.7140237,37.7658811,1
16,16,1,20.0,37000,Сосенское,проспект Куприна,30к2,Потапово,55.5416285,37.4594342,1
6,9,1,38.0,38000,Головинский,Солнечногорская ,23К2,Моссельмаш,55.8628238,37.5201647,1
1,12,1,15.4,40000,Теплый Стан, Теплый Стан,15К5,Генерала Тюленева,55.6210967,37.4885017,1
4,16,1,38.0,35000,Южное Бутово,Изюмская ,37к1,Улица Скобелевская,55.5506023,37.5695113,1
4,5,2,43.0,35000,Щербинка, Симферопольская,3б,Щербинка,55.5088469,37.5714736,1
2,5,1,34.0,35000,Северное Измайлово,Щелковский проезд,3К3,Первомайская,55.8043757,37.7772952,1
1,17,1,18.0,32000,Внуковское, Бориса Пастернака,33к2,Рассказовка,55.6361403,37.3112222,1
7,7,1,26.63,37000,Марушкинское, Медовая Долина,3к2,Санино,55.5857423,37.1268959,1
10,16,1,21.0,35000,Сосенское, Василия Ощепкова,4,Новомосковская,55.5538753,37.4654357,1
1,17,-1,10.0,37000,Ховрино,Фестивальная ,30к2,Грачёвская,55.8599646,37.5041967,1
3,14,1,38.0,35000,Зябликово,Кустанайская ,7К2,Красногвардейская,55.6178923,37.7557919,1
7,14,1,41.0,40000,Гольяново,Хабаровская ,8,Щёлковская,55.8263176,37.8248084,0
5,17,1,35.0,35000,Лосиноостровский,Стартовая ,35,Медведково,55.8860909,37.6885394,1
6,15,1,42.0,40000,Южное Бутово,Изюмская ,43,Бутово,55.5490572,37.5692735,1
2,5,1,31.0,40000,Нагатинский затон,Затонная ,9К3,Кленовый бульвар,55.6796152,37.6866466,1
2,17,1,36.0,38000,Орехово-Борисово Северное,Борисовский проезд,17К1,Шипиловская,55.6254526,37.7284321,1
7,12,1,38.0,37000,Ивановское,Челябинская ,2,Первомайская,55.7764018,37.8275196,1
